id,category,price_tier,neighborhood,opening_hours,average_rating,good_for_kids
469,Chinese,Medium,Manhattan,5pm-11pm,3.7,false
470,Italian,Cheap,Queens,5pm-11pm,3.8,true
471,American,Expensive,Staten Island,11am-9pm,1.2,true
472,American,Cheap,Staten Island,8am-10pm,4.7,false
473,American,Cheap,Bronx,5pm-11pm,2.1,true
474,Chinese,Medium,Staten Island,5pm-11pm,1.7,true
475,American,Medium,Queens,5pm-11pm,1.6,false
476,American,Medium,Staten Island,5pm-11pm,1.9,true
477,Italian,Expensive,Brooklyn,11am-9pm,4.9,false
478,Chinese,Medium,Staten Island,8am-10pm,1.4,true
479,American,Expensive,Staten Island,11am-9pm,3.4,false
480,Chinese,Medium,Staten Island,11am-9pm,3.3,true
481,Japanese,Expensive,Staten Island,8am-10pm,1.7,false
482,Mexican,Cheap,Staten Island,8am-10pm,2.4,true
483,American,Expensive,Manhattan,5pm-11pm,3.8,true
484,Mexican,Expensive,Bronx,8am-10pm,4.5,true
485,Italian,Medium,Manhattan,11am-9pm,2.8,true
486,Mexican,Expensive,Staten Island,5pm-11pm,4.3,false
487,American,Cheap,Queens,8am-10pm,4.9,true
488,Chinese,Cheap,Manhattan,5pm-11pm,1.1,false
489,American,Expensive,Brooklyn,5pm-11pm,2.5,true
490,Japanese,Expensive,Manhattan,8am-10pm,3.4,true
491,American,Expensive,Bronx,5pm-11pm,3.9,false
492,Chinese,Medium,Queens,8am-10pm,2.3,true
493,Mexican,Cheap,Queens,5pm-11pm,1.8,false
494,Italian,Expensive,Bronx,8am-10pm,2.8,true
495,American,Expensive,Queens,5pm-11pm,2.8,true
496,Italian,Cheap,Bronx,11am-9pm,2.8,false
497,Chinese,Expensive,Queens,5pm-11pm,2.9,true
498,Italian,Medium,Bronx,8am-10pm,2.7,false
499,Chinese,Cheap,Queens,5pm-11pm,3.2,true
500,American,Cheap,Staten Island,5pm-11pm,1.7,true
501,Italian,Medium,Staten Island,11am-9pm,4.8,false
502,Italian,Medium,Manhattan,8am-10pm,3.3,false
503,Japanese,Expensive,Bronx,11am-9pm,2.1,true
504,Italian,Medium,Queens,11am-9pm,2.6,true
505,Italian,Cheap,Staten Island,8am-10pm,4.9,false
506,American,Cheap,Manhattan,5pm-11pm,2.9,false
507,Japanese,Cheap,Staten Island,8am-10pm,3.7,false
508,American,Expensive,Brooklyn,8am-10pm,2.2,true
509,Mexican,Cheap,Bronx,8am-10pm,3.9,true
510,Japanese,Expensive,Brooklyn,5pm-11pm,2.7,false
511,Chinese,Medium,Brooklyn,5pm-11pm,3.8,true
512,Chinese,Medium,Queens,8am-10pm,2.1,true
513,Mexican,Medium,Bronx,11am-9pm,3.1,false
514,Chinese,Medium,Brooklyn,11am-9pm,1.2,false
515,Chinese,Cheap,Manhattan,5pm-11pm,1.5,true
516,Mexican,Medium,Manhattan,11am-9pm,1.2,true
517,American,Cheap,Queens,11am-9pm,1.3,true
518,Mexican,Expensive,Brooklyn,8am-10pm,4.7,false
519,Italian,Cheap,Queens,11am-9pm,3.8,true
520,Mexican,Expensive,Queens,8am-10pm,3.5,false
521,American,Expensive,Queens,11am-9pm,3.4,true
522,American,Medium,Brooklyn,11am-9pm,4.3,true
523,Italian,Cheap,Manhattan,5pm-11pm,4.3,false
524,Japanese,Cheap,Staten Island,11am-9pm,3.1,true
525,American,Expensive,Brooklyn,8am-10pm,3.2,false
526,Mexican,Medium,Queens,8am-10pm,4.7,false
527,American,Medium,Staten Island,11am-9pm,3.0,true
528,Chinese,Medium,Queens,11am-9pm,3.8,false
529,Japanese,Cheap,Brooklyn,11am-9pm,3.2,true
530,Chinese,Expensive,Brooklyn,5pm-11pm,2.2,true
531,American,Medium,Manhattan,5pm-11pm,4.1,false
532,Italian,Expensive,Manhattan,5pm-11pm,4.3,false
533,American,Cheap,Brooklyn,8am-10pm,5.0,false
534,American,Medium,Queens,11am-9pm,4.3,false
535,Chinese,Cheap,Queens,11am-9pm,1.2,true
536,Italian,Cheap,Queens,8am-10pm,1.3,true
537,Chinese,Cheap,Bronx,11am-9pm,3.8,true
538,Mexican,Expensive,Staten Island,5pm-11pm,1.2,true
539,Chinese,Expensive,Staten Island,8am-10pm,2.4,false
540,Italian,Cheap,Queens,8am-10pm,2.4,false
541,Chinese,Expensive,Bronx,11am-9pm,4.7,true
542,Mexican,Expensive,Staten Island,11am-9pm,1.9,false
543,Italian,Cheap,Manhattan,8am-10pm,2.8,false
544,Japanese,Medium,Queens,8am-10pm,2.4,true
545,American,Expensive,Manhattan,11am-9pm,4.0,true
546,Italian,Expensive,Bronx,8am-10pm,4.5,true
547,Chinese,Cheap,Brooklyn,11am-9pm,4.3,true
548,Chinese,Expensive,Bronx,11am-9pm,4.9,false
549,American,Cheap,Manhattan,8am-10pm,3.7,true
550,Chinese,Medium,Queens,11am-9pm,4.5,false
551,Italian,Expensive,Brooklyn,11am-9pm,1.7,false
552,Mexican,Cheap,Staten Island,8am-10pm,4.4,false
553,Chinese,Medium,Queens,8am-10pm,4.5,false
554,Chinese,Medium,Manhattan,11am-9pm,4.1,true
555,Chinese,Medium,Staten Island,5pm-11pm,2.7,false
556,Italian,Expensive,Manhattan,11am-9pm,2.6,true
557,Mexican,Cheap,Brooklyn,5pm-11pm,3.8,true
558,Japanese,Cheap,Bronx,5pm-11pm,1.1,true
559,Chinese,Medium,Bronx,8am-10pm,2.2,true
560,Italian,Cheap,Bronx,8am-10pm,2.1,true
561,Italian,Medium,Queens,5pm-11pm,3.2,true
562,Italian,Expensive,Bronx,8am-10pm,2.1,false
563,American,Expensive,Staten Island,11am-9pm,1.3,false
564,American,Medium,Brooklyn,11am-9pm,4.7,false
565,Japanese,Expensive,Manhattan,8am-10pm,4.1,false
566,Mexican,Medium,Bronx,11am-9pm,1.9,false
567,Japanese,Cheap,Manhattan,5pm-11pm,1.2,false
568,Japanese,Expensive,Manhattan,11am-9pm,2.3,false
569,American,Cheap,Bronx,11am-9pm,2.9,true
570,Italian,Expensive,Brooklyn,5pm-11pm,1.2,true
571,Chinese,Medium,Bronx,11am-9pm,2.1,true
572,Chinese,Medium,Brooklyn,8am-10pm,3.6,true
573,Italian,Expensive,Brooklyn,8am-10pm,3.0,true
574,Chinese,Cheap,Manhattan,8am-10pm,4.1,false
575,Mexican,Medium,Staten Island,11am-9pm,4.2,true
576,Chinese,Cheap,Staten Island,5pm-11pm,1.6,false
577,Chinese,Cheap,Manhattan,8am-10pm,4.1,true
578,Japanese,Cheap,Staten Island,8am-10pm,3.8,false
579,Mexican,Cheap,Manhattan,8am-10pm,3.9,false
580,American,Cheap,Queens,11am-9pm,4.4,false
581,Japanese,Expensive,Bronx,8am-10pm,2.5,false
582,American,Medium,Brooklyn,11am-9pm,1.9,false
583,Chinese,Cheap,Manhattan,8am-10pm,3.2,false
584,Italian,Cheap,Staten Island,5pm-11pm,1.3,false
585,Italian,Cheap,Bronx,5pm-11pm,3.7,false
586,Mexican,Medium,Bronx,5pm-11pm,4.1,true
587,American,Expensive,Brooklyn,8am-10pm,3.5,false
588,Chinese,Medium,Brooklyn,5pm-11pm,3.2,false
589,American,Cheap,Brooklyn,5pm-11pm,3.1,true
590,Chinese,Cheap,Manhattan,8am-10pm,2.5,true
591,American,Medium,Queens,11am-9pm,3.5,false
592,American,Expensive,Staten Island,11am-9pm,4.5,false
593,Italian,Expensive,Brooklyn,8am-10pm,2.2,true
594,Mexican,Medium,Brooklyn,5pm-11pm,2.8,false
595,Italian,Cheap,Manhattan,11am-9pm,1.0,false
596,Japanese,Medium,Manhattan,5pm-11pm,2.5,false
597,Japanese,Cheap,Staten Island,8am-10pm,1.6,false
598,Chinese,Medium,Staten Island,8am-10pm,4.0,false
599,Chinese,Expensive,Queens,5pm-11pm,1.6,false
600,American,Cheap,Manhattan,11am-9pm,3.9,false
601,Italian,Cheap,Bronx,11am-9pm,3.0,true
602,Chinese,Cheap,Manhattan,8am-10pm,2.1,false
603,Mexican,Medium,Brooklyn,8am-10pm,3.7,true
604,Chinese,Cheap,Bronx,11am-9pm,4.6,true
605,Mexican,Medium,Bronx,11am-9pm,4.9,true
606,Chinese,Medium,Manhattan,5pm-11pm,3.1,false
607,Japanese,Cheap,Manhattan,5pm-11pm,2.8,true
608,American,Medium,Queens,11am-9pm,2.3,false
609,Japanese,Cheap,Queens,11am-9pm,2.2,false
610,Chinese,Expensive,Staten Island,8am-10pm,1.6,false
611,Italian,Cheap,Staten Island,5pm-11pm,2.6,true
612,Chinese,Cheap,Brooklyn,8am-10pm,2.3,true
613,Mexican,Medium,Manhattan,8am-10pm,2.7,false
614,Mexican,Medium,Queens,11am-9pm,4.5,true
615,Italian,Expensive,Queens,11am-9pm,1.3,false
616,Chinese,Cheap,Manhattan,11am-9pm,3.1,false
617,Mexican,Cheap,Bronx,8am-10pm,1.6,false
618,Italian,Expensive,Queens,11am-9pm,1.5,true
619,Mexican,Medium,Queens,5pm-11pm,2.2,true
620,American,Medium,Brooklyn,5pm-11pm,4.8,true
621,Japanese,Medium,Bronx,5pm-11pm,3.8,false
622,Japanese,Cheap,Brooklyn,11am-9pm,4.2,false
623,Japanese,Medium,Queens,8am-10pm,4.2,false
624,Chinese,Expensive,Queens,11am-9pm,4.7,false
625,Japanese,Expensive,Brooklyn,8am-10pm,3.8,false
626,Japanese,Cheap,Staten Island,5pm-11pm,3.2,false
627,Italian,Cheap,Manhattan,11am-9pm,4.5,true
628,Italian,Cheap,Brooklyn,5pm-11pm,2.3,true
629,Japanese,Cheap,Queens,11am-9pm,1.6,false
630,Mexican,Cheap,Bronx,11am-9pm,1.2,false
631,Italian,Medium,Bronx,5pm-11pm,1.4,false
632,Mexican,Cheap,Brooklyn,11am-9pm,1.6,false
633,Mexican,Medium,Bronx,11am-9pm,2.5,false
634,Chinese,Expensive,Queens,11am-9pm,3.2,true
635,American,Cheap,Manhattan,11am-9pm,4.5,false
636,Mexican,Expensive,Brooklyn,11am-9pm,4.4,false
637,American,Medium,Staten Island,8am-10pm,2.9,true
638,Mexican,Expensive,Brooklyn,5pm-11pm,3.2,true
639,Japanese,Cheap,Brooklyn,5pm-11pm,2.8,false
640,American,Expensive,Brooklyn,8am-10pm,3.8,false
641,Chinese,Expensive,Bronx,8am-10pm,1.7,false
642,Italian,Expensive,Staten Island,8am-10pm,3.4,true
643,Italian,Cheap,Queens,5pm-11pm,5.0,true
644,Italian,Medium,Manhattan,8am-10pm,4.3,false
645,Chinese,Medium,Bronx,5pm-11pm,4.6,true
646,Japanese,Expensive,Queens,8am-10pm,1.9,true
647,Japanese,Expensive,Bronx,8am-10pm,4.6,false
648,Chinese,Cheap,Queens,8am-10pm,3.3,true
649,Chinese,Cheap,Staten Island,8am-10pm,3.3,true
650,Mexican,Cheap,Manhattan,5pm-11pm,2.2,false
651,Mexican,Medium,Manhattan,11am-9pm,3.2,false
652,Mexican,Expensive,Brooklyn,5pm-11pm,2.6,false
653,Japanese,Expensive,Queens,11am-9pm,4.1,false
654,Italian,Medium,Queens,5pm-11pm,1.3,true
655,Japanese,Medium,Brooklyn,11am-9pm,2.5,false
656,Italian,Medium,Bronx,8am-10pm,1.0,true
657,Japanese,Expensive,Manhattan,11am-9pm,2.3,true
658,Chinese,Expensive,Brooklyn,5pm-11pm,3.4,true
659,Italian,Medium,Queens,11am-9pm,2.8,true
660,Mexican,Cheap,Manhattan,11am-9pm,3.6,false
661,Mexican,Expensive,Staten Island,11am-9pm,4.1,false
662,Mexican,Expensive,Brooklyn,8am-10pm,4.0,true
663,Japanese,Expensive,Manhattan,8am-10pm,3.0,true
664,Mexican,Expensive,Manhattan,11am-9pm,4.3,true
665,American,Expensive,Queens,8am-10pm,4.9,true
666,Italian,Expensive,Brooklyn,5pm-11pm,4.7,false
667,Mexican,Cheap,Manhattan,11am-9pm,4.7,true
668,American,Expensive,Brooklyn,11am-9pm,3.7,true
669,Chinese,Expensive,Manhattan,5pm-11pm,4.1,true
670,Italian,Medium,Bronx,11am-9pm,1.6,true
671,Japanese,Expensive,Manhattan,5pm-11pm,4.5,false
672,Italian,Expensive,Staten Island,11am-9pm,3.1,true
673,Japanese,Cheap,Bronx,11am-9pm,4.7,false
674,Italian,Cheap,Brooklyn,8am-10pm,2.3,true
675,Italian,Cheap,Manhattan,11am-9pm,1.5,true
676,Chinese,Medium,Queens,11am-9pm,1.0,false
677,Italian,Cheap,Queens,8am-10pm,3.5,false
678,Mexican,Expensive,Bronx,5pm-11pm,2.4,true
679,Chinese,Expensive,Manhattan,11am-9pm,4.1,true
680,Italian,Medium,Brooklyn,11am-9pm,1.1,true
681,Chinese,Medium,Bronx,5pm-11pm,2.0,false
682,Chinese,Expensive,Staten Island,8am-10pm,3.4,false
683,Italian,Medium,Manhattan,8am-10pm,3.8,true
684,Japanese,Expensive,Staten Island,11am-9pm,4.3,false
685,Chinese,Cheap,Manhattan,5pm-11pm,1.8,true
686,Mexican,Expensive,Manhattan,8am-10pm,2.2,true
687,Japanese,Cheap,Bronx,11am-9pm,4.9,false
688,Chinese,Medium,Brooklyn,5pm-11pm,4.9,false
689,Italian,Medium,Queens,11am-9pm,4.6,true
690,American,Cheap,Staten Island,8am-10pm,4.1,true
691,Mexican,Expensive,Brooklyn,8am-10pm,3.6,false
692,Japanese,Cheap,Brooklyn,8am-10pm,3.7,true
693,Mexican,Cheap,Staten Island,11am-9pm,4.8,false
694,Japanese,Expensive,Staten Island,11am-9pm,2.4,true
695,Mexican,Medium,Bronx,5pm-11pm,4.1,false
696,Mexican,Medium,Queens,8am-10pm,3.7,false
697,Japanese,Medium,Queens,11am-9pm,3.7,true
698,Chinese,Medium,Brooklyn,8am-10pm,2.0,true
699,Italian,Expensive,Staten Island,8am-10pm,2.5,true
700,Japanese,Expensive,Manhattan,5pm-11pm,4.8,false
701,Mexican,Expensive,Queens,8am-10pm,4.1,false
702,Japanese,Expensive,Brooklyn,8am-10pm,1.1,true
703,Italian,Cheap,Manhattan,11am-9pm,4.3,true
704,Mexican,Medium,Brooklyn,8am-10pm,1.7,true
705,Chinese,Expensive,Brooklyn,5pm-11pm,2.5,true
706,Italian,Expensive,Brooklyn,8am-10pm,1.0,false
707,Mexican,Cheap,Staten Island,11am-9pm,2.8,false
708,Chinese,Cheap,Brooklyn,8am-10pm,1.6,true
709,Mexican,Medium,Manhattan,8am-10pm,3.5,true
710,Chinese,Expensive,Brooklyn,8am-10pm,2.7,true
711,Japanese,Expensive,Queens,8am-10pm,2.7,false
712,American,Medium,Brooklyn,5pm-11pm,3.2,true
713,Mexican,Cheap,Queens,11am-9pm,4.6,true
714,Mexican,Expensive,Brooklyn,11am-9pm,1.4,true
715,Japanese,Cheap,Bronx,8am-10pm,3.6,false
716,American,Expensive,Queens,8am-10pm,2.7,true
717,Mexican,Cheap,Queens,5pm-11pm,2.3,true
718,Mexican,Medium,Bronx,5pm-11pm,3.6,true
719,Japanese,Expensive,Staten Island,8am-10pm,4.2,false
720,American,Cheap,Staten Island,5pm-11pm,4.9,true
721,Italian,Cheap,Brooklyn,5pm-11pm,1.4,true
722,American,Cheap,Bronx,11am-9pm,4.2,true
723,Mexican,Expensive,Queens,8am-10pm,3.8,false
724,Italian,Expensive,Staten Island,8am-10pm,4.5,true
725,Japanese,Medium,Bronx,8am-10pm,1.5,false
726,Mexican,Medium,Bronx,11am-9pm,4.2,true
727,Italian,Cheap,Queens,11am-9pm,3.4,false
728,American,Expensive,Brooklyn,8am-10pm,2.0,true
729,Chinese,Expensive,Brooklyn,11am-9pm,3.7,false
730,Italian,Cheap,Queens,11am-9pm,1.2,false
731,Italian,Cheap,Brooklyn,5pm-11pm,4.4,false
732,Japanese,Expensive,Staten Island,8am-10pm,3.0,false
733,Mexican,Medium,Brooklyn,11am-9pm,1.6,false
734,Chinese,Expensive,Staten Island,8am-10pm,4.2,false
735,American,Expensive,Manhattan,5pm-11pm,3.7,true
736,Italian,Expensive,Staten Island,11am-9pm,2.9,true
737,American,Medium,Staten Island,8am-10pm,2.9,true
738,Italian,Expensive,Queens,11am-9pm,2.2,true
739,Chinese,Medium,Manhattan,11am-9pm,3.6,false
740,Italian,Medium,Queens,11am-9pm,4.8,true
741,Italian,Medium,Manhattan,5pm-11pm,4.9,true
742,American,Cheap,Queens,8am-10pm,3.4,true
743,Italian,Expensive,Staten Island,5pm-11pm,2.5,true
744,Chinese,Cheap,Bronx,5pm-11pm,1.6,true
745,Chinese,Expensive,Brooklyn,5pm-11pm,4.2,true
746,Chinese,Expensive,Manhattan,11am-9pm,2.8,false
747,Mexican,Cheap,Bronx,5pm-11pm,3.3,true
748,Japanese,Medium,Manhattan,8am-10pm,3.2,false
749,Italian,Cheap,Queens,5pm-11pm,1.3,false
750,Japanese,Cheap,Staten Island,11am-9pm,4.5,false
751,Japanese,Expensive,Bronx,11am-9pm,2.0,false
752,Mexican,Cheap,Brooklyn,11am-9pm,5.0,true
753,American,Cheap,Bronx,8am-10pm,3.3,false
754,Italian,Expensive,Queens,8am-10pm,3.1,false
755,Japanese,Medium,Queens,11am-9pm,3.7,false
756,American,Cheap,Bronx,5pm-11pm,3.8,false
757,Mexican,Expensive,Bronx,5pm-11pm,3.0,false
758,Italian,Medium,Brooklyn,5pm-11pm,1.4,false
759,American,Expensive,Brooklyn,11am-9pm,2.9,false
760,Mexican,Medium,Staten Island,5pm-11pm,3.4,true
761,Chinese,Cheap,Brooklyn,11am-9pm,2.4,true
762,Chinese,Medium,Brooklyn,11am-9pm,4.8,false
763,Chinese,Medium,Staten Island,11am-9pm,5.0,true
764,Chinese,Cheap,Brooklyn,11am-9pm,2.0,false
765,Italian,Medium,Bronx,11am-9pm,1.2,false
766,Chinese,Medium,Bronx,11am-9pm,2.1,false
767,Mexican,Cheap,Queens,8am-10pm,2.6,false
768,American,Expensive,Staten Island,5pm-11pm,2.2,false
769,Japanese,Medium,Bronx,8am-10pm,4.9,false
770,Mexican,Expensive,Brooklyn,8am-10pm,3.8,false
771,Chinese,Cheap,Bronx,8am-10pm,2.8,true
772,American,Medium,Brooklyn,11am-9pm,3.6,false
773,Japanese,Medium,Staten Island,8am-10pm,1.2,true
774,Japanese,Cheap,Manhattan,5pm-11pm,2.3,false
775,Chinese,Medium,Manhattan,5pm-11pm,1.6,false
776,Mexican,Medium,Bronx,5pm-11pm,1.5,false
777,Chinese,Cheap,Brooklyn,11am-9pm,1.3,false
778,Japanese,Expensive,Queens,11am-9pm,3.0,true
779,Chinese,Expensive,Queens,5pm-11pm,5.0,false
780,Chinese,Medium,Brooklyn,5pm-11pm,4.7,false
781,Italian,Cheap,Manhattan,11am-9pm,2.0,true
782,American,Medium,Manhattan,5pm-11pm,1.7,false
783,Chinese,Cheap,Bronx,11am-9pm,1.8,false
784,Japanese,Expensive,Queens,11am-9pm,1.9,true
785,Mexican,Cheap,Queens,8am-10pm,4.8,true
786,Italian,Cheap,Queens,5pm-11pm,1.5,false
787,American,Cheap,Queens,8am-10pm,5.0,true
788,Mexican,Medium,Staten Island,11am-9pm,1.6,true
789,Mexican,Cheap,Queens,8am-10pm,4.4,true
790,Chinese,Cheap,Bronx,5pm-11pm,1.0,false
791,Japanese,Cheap,Brooklyn,11am-9pm,4.6,false
792,Mexican,Medium,Staten Island,5pm-11pm,2.2,true
793,Japanese,Expensive,Bronx,8am-10pm,2.7,true
794,American,Expensive,Manhattan,8am-10pm,2.9,false
795,Japanese,Expensive,Manhattan,8am-10pm,2.6,false
796,American,Expensive,Manhattan,8am-10pm,2.9,true
797,American,Medium,Bronx,11am-9pm,4.7,false
798,Italian,Expensive,Queens,8am-10pm,3.9,true
799,American,Cheap,Manhattan,11am-9pm,3.0,false
800,Italian,Cheap,Staten Island,5pm-11pm,2.8,false
801,Japanese,Cheap,Brooklyn,11am-9pm,2.7,false
802,Italian,Cheap,Queens,5pm-11pm,2.1,true
803,Mexican,Cheap,Staten Island,5pm-11pm,2.8,false
804,American,Expensive,Queens,5pm-11pm,1.9,true
805,Japanese,Expensive,Brooklyn,5pm-11pm,4.8,false
806,Italian,Expensive,Manhattan,5pm-11pm,4.3,true
807,Italian,Cheap,Manhattan,5pm-11pm,2.7,false
808,American,Medium,Brooklyn,8am-10pm,1.5,false
809,Mexican,Medium,Staten Island,5pm-11pm,4.5,false
810,American,Cheap,Brooklyn,5pm-11pm,2.5,true
811,Chinese,Medium,Bronx,11am-9pm,2.3,true
812,Japanese,Medium,Queens,11am-9pm,4.7,false
813,American,Medium,Manhattan,11am-9pm,1.3,false
814,Japanese,Medium,Queens,8am-10pm,3.9,true
815,Chinese,Expensive,Bronx,5pm-11pm,2.4,false
816,American,Expensive,Bronx,5pm-11pm,4.3,false
817,Mexican,Cheap,Brooklyn,11am-9pm,1.6,true
818,Chinese,Expensive,Manhattan,11am-9pm,2.6,false
819,Chinese,Expensive,Staten Island,5pm-11pm,2.3,true
820,Mexican,Cheap,Brooklyn,8am-10pm,2.3,false
821,Japanese,Cheap,Queens,5pm-11pm,2.0,true
822,American,Expensive,Queens,5pm-11pm,3.4,false
823,Japanese,Expensive,Manhattan,11am-9pm,3.0,false
824,Mexican,Medium,Queens,5pm-11pm,2.3,false
825,Chinese,Expensive,Bronx,5pm-11pm,4.3,false
826,Mexican,Medium,Staten Island,8am-10pm,3.3,false
827,Italian,Cheap,Bronx,11am-9pm,4.7,true
828,Japanese,Expensive,Bronx,5pm-11pm,4.0,true
829,Japanese,Medium,Bronx,11am-9pm,1.3,false
830,Italian,Medium,Queens,8am-10pm,2.3,false
831,Chinese,Cheap,Queens,5pm-11pm,3.4,true
832,Chinese,Medium,Queens,11am-9pm,4.6,true
833,Japanese,Expensive,Manhattan,11am-9pm,3.2,false
834,Chinese,Medium,Staten Island,11am-9pm,4.4,true
835,Mexican,Cheap,Bronx,8am-10pm,2.7,false
836,American,Medium,Brooklyn,11am-9pm,3.6,false
837,American,Medium,Bronx,5pm-11pm,2.5,true
838,Mexican,Medium,Manhattan,11am-9pm,1.3,false
839,Japanese,Medium,Staten Island,5pm-11pm,1.4,true
840,Chinese,Expensive,Manhattan,11am-9pm,1.7,true
841,Italian,Expensive,Manhattan,8am-10pm,2.7,true
842,Chinese,Medium,Staten Island,5pm-11pm,1.6,true
843,Chinese,Cheap,Staten Island,11am-9pm,1.9,true
844,Japanese,Cheap,Brooklyn,8am-10pm,2.4,false
845,Japanese,Medium,Manhattan,5pm-11pm,2.4,false
846,Italian,Cheap,Staten Island,5pm-11pm,4.9,true
847,American,Cheap,Brooklyn,11am-9pm,2.6,true
848,Chinese,Cheap,Manhattan,8am-10pm,2.5,false
849,Chinese,Expensive,Manhattan,11am-9pm,2.0,true
850,Chinese,Medium,Bronx,8am-10pm,2.1,false
851,Chinese,Expensive,Brooklyn,11am-9pm,3.8,true
852,American,Cheap,Brooklyn,5pm-11pm,3.6,false
853,American,Expensive,Bronx,5pm-11pm,4.8,true
854,American,Cheap,Staten Island,5pm-11pm,3.8,false
855,Japanese,Cheap,Bronx,5pm-11pm,3.6,false
856,American,Expensive,Staten Island,5pm-11pm,2.9,false
857,Chinese,Expensive,Staten Island,8am-10pm,4.9,true
858,Italian,Medium,Manhattan,11am-9pm,3.8,true
859,Italian,Medium,Staten Island,11am-9pm,2.3,false
860,Japanese,Expensive,Brooklyn,11am-9pm,1.6,false
861,Chinese,Medium,Manhattan,5pm-11pm,4.3,false
862,American,Expensive,Queens,5pm-11pm,2.6,true
863,American,Medium,Queens,8am-10pm,1.8,false
864,Mexican,Cheap,Staten Island,11am-9pm,3.3,false
865,Chinese,Medium,Staten Island,5pm-11pm,4.0,true
866,American,Expensive,Queens,8am-10pm,4.0,true
867,Japanese,Cheap,Manhattan,11am-9pm,4.0,true
868,Italian,Medium,Staten Island,5pm-11pm,3.6,false
869,Mexican,Medium,Staten Island,8am-10pm,2.2,false
870,Chinese,Cheap,Brooklyn,8am-10pm,2.2,false
871,American,Medium,Staten Island,8am-10pm,1.3,false
872,American,Medium,Staten Island,5pm-11pm,1.1,false
873,American,Expensive,Manhattan,8am-10pm,4.8,false
874,Japanese,Expensive,Manhattan,8am-10pm,1.8,false
875,American,Medium,Bronx,8am-10pm,2.3,false
876,Japanese,Cheap,Brooklyn,5pm-11pm,4.0,false
877,Chinese,Expensive,Bronx,5pm-11pm,4.1,true
878,Italian,Cheap,Bronx,8am-10pm,4.1,false
879,Chinese,Expensive,Queens,5pm-11pm,3.6,false
880,American,Cheap,Bronx,11am-9pm,4.0,false
881,Chinese,Cheap,Staten Island,11am-9pm,4.6,false
882,Mexican,Medium,Brooklyn,5pm-11pm,4.3,false
883,Japanese,Cheap,Brooklyn,5pm-11pm,2.2,false
884,American,Medium,Staten Island,5pm-11pm,1.9,true
885,Chinese,Medium,Queens,11am-9pm,4.2,false
886,American,Expensive,Queens,5pm-11pm,4.5,true
887,Italian,Cheap,Brooklyn,5pm-11pm,2.5,false
888,Japanese,Expensive,Staten Island,11am-9pm,2.5,false
889,Chinese,Cheap,Bronx,8am-10pm,4.4,true
890,Japanese,Cheap,Brooklyn,8am-10pm,1.2,false
891,Italian,Medium,Manhattan,5pm-11pm,3.5,true
892,Mexican,Cheap,Bronx,11am-9pm,4.5,true
893,Italian,Expensive,Bronx,11am-9pm,1.5,true
894,Italian,Expensive,Bronx,8am-10pm,4.1,true
895,Italian,Medium,Staten Island,5pm-11pm,4.0,true
896,Mexican,Cheap,Manhattan,11am-9pm,4.8,false
897,American,Medium,Brooklyn,5pm-11pm,1.2,false
898,Italian,Cheap,Staten Island,8am-10pm,2.6,true
899,American,Expensive,Manhattan,5pm-11pm,1.9,true
900,American,Medium,Bronx,8am-10pm,1.2,false
901,American,Cheap,Queens,5pm-11pm,4.4,true
902,Mexican,Expensive,Manhattan,5pm-11pm,2.1,true
903,Mexican,Medium,Brooklyn,11am-9pm,2.2,true
904,Mexican,Medium,Bronx,5pm-11pm,2.2,true
905,Chinese,Expensive,Brooklyn,11am-9pm,4.8,true
906,Mexican,Medium,Bronx,5pm-11pm,3.3,true
907,Italian,Cheap,Brooklyn,5pm-11pm,1.2,true
908,Mexican,Medium,Bronx,5pm-11pm,3.1,true
909,Mexican,Medium,Staten Island,11am-9pm,1.8,true
910,Japanese,Expensive,Manhattan,5pm-11pm,2.2,true
911,American,Cheap,Queens,11am-9pm,4.0,true
912,American,Expensive,Manhattan,5pm-11pm,3.7,true
913,Chinese,Cheap,Brooklyn,5pm-11pm,1.7,false
914,Chinese,Expensive,Bronx,8am-10pm,2.6,true
915,Italian,Medium,Manhattan,11am-9pm,3.3,false
916,Japanese,Expensive,Bronx,11am-9pm,1.2,false
917,Italian,Cheap,Staten Island,5pm-11pm,3.0,false
918,Japanese,Medium,Brooklyn,5pm-11pm,2.4,true
919,Mexican,Medium,Manhattan,5pm-11pm,4.9,false
920,Mexican,Medium,Queens,8am-10pm,1.4,false
921,American,Medium,Bronx,11am-9pm,3.8,true
922,Mexican,Cheap,Bronx,5pm-11pm,2.1,true
923,Chinese,Medium,Brooklyn,8am-10pm,1.2,false
924,Chinese,Cheap,Manhattan,8am-10pm,1.9,true
925,American,Medium,Bronx,8am-10pm,4.5,false
926,Chinese,Expensive,Queens,8am-10pm,2.4,false
927,Italian,Cheap,Queens,11am-9pm,3.5,false
928,Mexican,Medium,Bronx,8am-10pm,2.4,false
929,American,Cheap,Manhattan,8am-10pm,2.1,true
930,Chinese,Cheap,Bronx,8am-10pm,2.7,true
931,Chinese,Cheap,Bronx,8am-10pm,1.2,false
932,Japanese,Expensive,Queens,8am-10pm,1.5,false
933,Italian,Expensive,Queens,11am-9pm,1.2,false
934,American,Medium,Manhattan,11am-9pm,2.2,false
935,Italian,Expensive,Queens,11am-9pm,2.0,false
936,Chinese,Expensive,Queens,5pm-11pm,1.9,true
